time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220625:0111,0.0,0.0,0.0,0.0,0.0,19.39,0.9,0.0
20220625:0211,0.0,0.0,0.0,0.0,0.0,19.21,1.31,0.0
20220625:0311,0.0,0.0,1.0,0.0,2.31,19.02,0.97,0.0
20220625:0411,12.46,0.0,12.0,0.0,10.11,19.22,0.76,0.0
20220625:0511,740.25,110.0,117.0,0.0,18.68,19.76,0.76,0.0
20220625:0611,1256.22,199.0,163.0,0.0,27.69,20.15,0.62,0.0
20220625:0711,1177.2,66.0,275.0,0.0,36.79,21.65,0.07,0.0
20220625:0811,1361.43,65.0,331.0,0.0,45.53,23.22,0.21,0.0
20220625:0911,1319.67,33.0,354.0,0.0,53.26,24.39,0.21,0.0
20220625:1011,885.82,1.0,263.0,0.0,58.86,25.09,0.41,0.0
20220625:1111,1319.54,21.0,367.0,0.0,60.87,25.8,0.76,0.0
20220625:1211,2003.72,190.0,402.0,0.0,58.56,26.65,0.83,0.0
20220625:1311,1706.72,122.0,380.0,0.0,52.76,26.85,0.9,0.0
20220625:1411,391.5,0.0,127.0,0.0,44.93,26.84,1.38,0.0
20220625:1511,1279.12,101.0,269.0,0.0,36.14,25.11,2.07,0.0
20220625:1611,1097.46,138.0,184.0,0.0,27.03,25.03,2.14,0.0
20220625:1711,702.54,112.0,110.0,0.0,18.05,24.66,1.52,0.0
20220625:1811,267.08,54.0,54.0,0.0,9.52,24.33,1.17,0.0
20220625:1911,0.0,0.0,4.0,0.0,1.79,22.65,0.55,0.0
20220625:2011,0.0,0.0,0.0,0.0,0.0,21.9,0.83,0.0
20220625:2111,0.0,0.0,0.0,0.0,0.0,20.89,0.76,0.0
20220625:2211,0.0,0.0,0.0,0.0,0.0,20.1,0.83,0.0
20220625:2311,0.0,0.0,0.0,0.0,0.0,19.15,1.17,0.0
20220626:0011,0.0,0.0,0.0,0.0,0.0,18.56,1.45,0.0
20220626:0111,0.0,0.0,0.0,0.0,0.0,18.07,1.72,0.0
20220626:0211,0.0,0.0,0.0,0.0,0.0,17.75,1.72,0.0
20220626:0311,0.0,0.0,1.0,0.0,2.26,17.47,1.66,0.0
20220626:0411,10.26,0.0,11.0,0.0,10.06,17.95,1.45,0.0
20220626:0511,424.48,11.0,122.0,0.0,18.63,19.74,1.52,0.0
20220626:0611,1260.99,197.0,166.0,0.0,27.63,21.41,1.59,0.0
20220626:0711,1878.34,387.0,151.0,0.0,36.73,24.19,1.72,0.0
20220626:0811,2254.9,462.0,189.0,0.0,45.48,25.99,2.07,0.0
20220626:0911,2109.1,265.0,349.0,0.0,53.21,27.2,2.21,0.0
20220626:1011,1612.76,68.0,404.0,0.0,58.81,28.25,2.48,0.0
20220626:1111,2781.45,599.01,223.0,0.0,60.84,28.8,2.55,0.0
20220626:1211,2798.24,659.01,170.0,0.0,58.54,29.52,2.55,0.0
20220626:1311,2515.37,544.0,199.0,0.0,52.76,29.69,2.28,0.0
20220626:1411,2189.07,461.0,184.0,0.0,44.94,29.85,1.93,0.0
20220626:1511,1801.35,387.0,144.0,0.0,36.15,29.94,1.72,0.0
20220626:1611,1057.82,131.0,188.0,0.0,27.04,29.58,1.31,0.0
20220626:1711,783.45,174.0,82.0,0.0,18.06,29.12,0.69,0.0
20220626:1811,161.01,7.0,57.0,0.0,9.53,28.64,0.69,0.0
20220626:1911,0.0,0.0,3.0,0.0,1.79,26.54,2.48,0.0
20220626:2011,0.0,0.0,0.0,0.0,0.0,24.94,2.14,0.0
20220626:2111,0.0,0.0,0.0,0.0,0.0,23.68,1.52,0.0
20220626:2211,0.0,0.0,0.0,0.0,0.0,22.55,1.79,0.0
20220626:2311,0.0,0.0,0.0,0.0,0.0,21.56,1.86,0.0
20220627:0011,0.0,0.0,0.0,0.0,0.0,20.95,2.07,0.0
20220627:0111,0.0,0.0,0.0,0.0,0.0,20.35,2.14,0.0
20220627:0211,0.0,0.0,0.0,0.0,0.0,19.88,2.07,0.0
20220627:0311,0.0,0.0,1.0,0.0,2.21,19.47,2.28,0.0
20220627:0411,247.5,24.0,67.0,0.0,10.0,20.04,2.21,0.0
20220627:0511,765.27,128.0,109.0,0.0,18.57,22.41,2.14,0.0
20220627:0611,1345.0,257.0,134.0,0.0,27.58,24.78,2.62,0.0
20220627:0711,1900.94,402.0,142.0,0.0,36.68,25.59,2.62,0.0
20220627:0811,2375.42,549.0,137.0,0.0,45.42,27.61,2.9,0.0
20220627:0911,2670.84,627.01,152.0,0.0,53.15,29.53,3.52,0.0
20220627:1011,2892.02,705.01,146.0,0.0,58.77,30.91,3.93,0.0
20220627:1111,2888.78,681.01,172.0,0.0,60.81,31.53,4.0,0.0
20220627:1211,2756.48,622.01,194.0,0.0,58.52,32.38,3.93,0.0
20220627:1311,2356.61,434.0,263.0,0.0,52.75,32.74,3.59,0.0
20220627:1411,2116.35,415.0,211.0,0.0,44.94,33.12,3.24,0.0
20220627:1511,1142.64,71.0,272.0,0.0,36.15,32.84,3.03,0.0
20220627:1611,970.06,91.0,200.0,0.0,27.05,29.88,3.52,0.0
20220627:1711,240.44,1.0,84.0,0.0,18.06,28.79,3.38,0.0
20220627:1811,84.42,0.0,38.0,0.0,9.53,27.75,3.38,0.0
20220627:1911,0.0,0.0,2.0,0.0,1.79,26.58,3.03,0.0
20220627:2011,0.0,0.0,0.0,0.0,0.0,25.31,3.17,0.0
20220627:2111,0.0,0.0,0.0,0.0,0.0,24.3,3.1,0.0
20220627:2211,0.0,0.0,0.0,0.0,0.0,23.27,3.38,0.0
20220627:2311,0.0,0.0,0.0,0.0,0.0,22.34,3.1,0.0
20220628:0011,0.0,0.0,0.0,0.0,0.0,21.8,2.62,0.0
20220628:0111,0.0,0.0,0.0,0.0,0.0,21.1,2.83,0.0
20220628:0211,0.0,0.0,0.0,0.0,0.0,20.19,3.59,0.0
20220628:0311,0.0,0.0,1.0,0.0,2.15,19.24,3.38,0.0
20220628:0411,10.22,0.0,11.0,0.0,9.94,18.59,3.38,0.0
20220628:0511,47.92,0.0,25.0,0.0,18.51,18.39,3.17,0.0
20220628:0611,0.0,0.0,0.0,0.0,0.0,18.41,3.24,0.0
20220628:0711,0.0,0.0,0.0,0.0,0.0,17.83,2.9,0.0
20220628:0811,0.0,0.0,0.0,0.0,0.0,18.69,2.97,0.0
20220628:0911,1961.91,164.0,383.0,0.0,53.09,19.86,3.1,0.0
20220628:1011,1612.26,54.0,401.0,0.0,58.71,21.71,3.31,0.0
20220628:1111,2205.09,214.0,414.0,0.0,60.77,23.25,2.9,0.0
20220628:1211,2698.52,515.0,264.0,0.0,58.5,24.12,2.34,0.0
20220628:1311,1875.51,158.0,382.0,0.0,52.74,24.41,1.86,0.0
20220628:1411,1906.02,251.0,298.0,0.0,44.93,24.93,1.72,0.0
20220628:1511,1536.44,195.0,248.0,0.0,36.15,25.11,1.79,0.0
20220628:1611,779.85,34.0,199.0,0.0,27.05,24.97,1.79,0.0
20220628:1711,440.6,17.0,124.0,0.0,18.05,24.84,1.66,0.0
20220628:1811,209.52,17.0,63.0,0.0,9.52,24.34,2.0,0.0
20220628:1911,0.0,0.0,4.0,0.0,1.77,23.11,2.48,0.0
20220628:2011,0.0,0.0,0.0,0.0,0.0,21.8,2.9,0.0
20220628:2111,0.0,0.0,0.0,0.0,0.0,20.72,3.1,0.0
20220628:2211,0.0,0.0,0.0,0.0,0.0,19.8,3.31,0.0
20220628:2311,0.0,0.0,0.0,0.0,0.0,19.06,3.52,0.0
20220629:0011,0.0,0.0,0.0,0.0,0.0,18.5,3.38,0.0
20220629:0111,0.0,0.0,0.0,0.0,0.0,18.09,3.24,0.0
20220629:0211,0.0,0.0,0.0,0.0,0.0,17.74,3.1,0.0
20220629:0311,0.0,0.0,1.0,0.0,2.08,17.34,2.69,0.0
20220629:0411,10.3,0.0,11.0,0.0,9.87,17.42,2.21,0.0
20220629:0511,0.0,0.0,0.0,0.0,0.0,18.21,2.69,0.0
20220629:0611,0.0,0.0,0.0,0.0,0.0,19.43,3.03,0.0
20220629:0711,0.0,0.0,0.0,0.0,0.0,21.35,3.24,0.0
20220629:0811,1977.12,255.0,301.0,0.0,45.3,22.65,3.31,0.0
20220629:0911,1052.06,6.0,298.0,0.0,53.03,23.56,3.45,0.0
20220629:1011,1460.88,33.0,384.0,0.0,58.65,23.74,3.45,0.0
20220629:1111,943.34,1.0,274.0,0.0,60.72,23.82,3.17,0.0
20220629:1211,1761.39,89.0,414.0,0.0,58.46,24.04,2.97,0.0
20220629:1311,1435.46,45.0,366.0,0.0,52.72,24.04,2.97,0.0
20220629:1411,1165.59,27.0,309.0,0.0,44.92,24.05,2.97,0.0
20220629:1511,434.07,0.0,137.0,0.0,36.14,24.26,2.55,0.0
20220629:1611,1045.75,108.0,198.0,0.0,27.04,24.63,2.62,0.0
20220629:1711,767.75,145.0,97.0,0.0,18.05,24.62,2.97,0.0
20220629:1811,142.2,3.0,53.0,0.0,9.51,24.16,2.55,0.0
20220629:1911,0.0,0.0,1.0,0.0,1.76,22.36,2.14,0.0
20220629:2011,0.0,0.0,0.0,0.0,0.0,21.27,2.0,0.0
20220629:2111,0.0,0.0,0.0,0.0,0.0,20.42,2.07,0.0
20220629:2211,0.0,0.0,0.0,0.0,0.0,19.7,2.07,0.0
20220629:2311,0.0,0.0,0.0,0.0,0.0,19.2,2.0,0.0
20220630:0011,0.0,0.0,0.0,0.0,0.0,18.91,1.86,0.0
20220630:0111,0.0,0.0,0.0,0.0,0.0,18.9,1.86,0.0
20220630:0211,0.0,0.0,0.0,0.0,0.0,18.9,2.0,0.0
20220630:0311,0.0,0.0,1.0,0.0,2.01,18.82,2.28,0.0
20220630:0411,19.84,0.0,15.0,0.0,9.8,18.76,2.55,0.0
20220630:0511,195.26,0.0,69.0,0.0,18.37,18.93,2.69,0.0
20220630:0611,815.85,36.0,200.0,0.0,27.37,19.25,2.62,0.0
20220630:0711,1327.14,109.0,272.0,0.0,36.47,21.17,0.41,0.0
20220630:0811,2147.49,383.0,230.0,0.0,45.22,21.97,1.24,0.0
20220630:0911,2014.38,208.0,365.0,0.0,52.96,22.54,2.14,0.0
20220630:1011,2349.67,310.0,362.0,0.0,58.58,23.01,2.28,0.0
20220630:1111,2400.75,327.0,366.0,0.0,60.66,23.26,1.72,0.0
20220630:1211,1751.04,97.0,410.0,0.0,58.42,24.18,1.31,0.0
20220630:1311,2233.12,347.0,307.0,0.0,52.69,25.25,0.97,0.0
20220630:1411,1569.74,127.0,330.0,0.0,44.9,25.59,1.03,0.0
20220630:1511,1746.58,338.0,172.0,0.0,36.13,26.3,0.9,0.0
20220630:1611,1269.68,243.0,134.0,0.0,27.03,26.56,1.1,0.0
20220630:1711,743.85,143.0,95.0,0.0,18.03,26.36,1.66,0.0
20220630:1811,175.18,9.0,59.0,0.0,9.49,25.82,2.21,0.0
20220630:1911,0.0,0.0,1.0,0.0,1.73,24.7,2.28,0.0
20220630:2011,0.0,0.0,0.0,0.0,0.0,23.22,2.48,0.0
20220630:2111,0.0,0.0,0.0,0.0,0.0,22.19,2.41,0.0
20220630:2211,0.0,0.0,0.0,0.0,0.0,21.37,2.28,0.0
20220630:2311,0.0,0.0,0.0,0.0,0.0,20.66,2.21,0.0
20220701:0011,0.0,0.0,0.0,0.0,0.0,20.06,2.21,0.0
20220701:0111,0.0,0.0,0.0,0.0,0.0,19.6,2.28,0.0
20220701:0211,0.0,0.0,0.0,0.0,0.0,19.24,2.28,0.0
20220701:0311,0.0,0.0,1.0,0.0,1.93,18.93,2.28,0.0
20220701:0411,149.35,3.0,54.0,0.0,9.72,19.34,2.34,0.0
20220701:0511,634.1,65.0,130.0,0.0,18.29,21.1,2.28,0.0
20220701:0611,1058.67,111.0,197.0,0.0,27.3,23.43,2.41,0.0
20220701:0711,1211.27,75.0,274.0,0.0,36.4,23.35,1.72,0.0
20220701:0811,2132.6,370.0,238.0,0.0,45.15,23.31,1.93,0.0
20220701:0911,583.2,0.0,176.0,0.0,52.88,22.74,4.0,0.0
20220701:1011,349.88,0.0,112.0,0.0,58.51,20.96,4.9,0.0
20220701:1111,227.34,0.0,78.0,0.0,60.6,19.41,4.14,0.0
20220701:1211,1368.86,22.0,360.0,0.0,58.38,19.25,4.28,0.0
20220701:1311,408.38,0.0,127.0,0.0,52.66,19.47,4.55,0.0
20220701:1411,213.08,0.0,74.0,0.0,44.88,19.32,4.48,0.0
20220701:1511,255.96,0.0,86.0,0.0,36.11,19.85,4.69,0.0
20220701:1611,329.26,0.0,106.0,0.0,27.01,19.93,4.55,0.0
20220701:1711,173.3,0.0,63.0,0.0,18.01,19.87,4.21,0.0
20220701:1811,53.68,0.0,27.0,0.0,9.46,19.38,4.07,0.0
20220701:1911,0.0,0.0,1.0,0.0,1.7,17.86,3.93,0.0
20220701:2011,0.0,0.0,0.0,0.0,0.0,17.41,3.72,0.0
20220701:2111,0.0,0.0,0.0,0.0,0.0,17.07,3.24,0.0
20220701:2211,0.0,0.0,0.0,0.0,0.0,16.74,2.55,0.0
20220701:2311,0.0,0.0,0.0,0.0,0.0,16.49,2.28,0.0
20220702:0011,0.0,0.0,0.0,0.0,0.0,16.12,2.21,0.0
20220702:0111,0.0,0.0,0.0,0.0,0.0,15.67,2.07,0.0
20220702:0211,0.0,0.0,0.0,0.0,0.0,15.12,2.0,0.0
20220702:0311,0.0,0.0,1.0,0.0,1.85,14.37,2.14,0.0
20220702:0411,266.31,32.0,65.0,0.0,9.64,14.46,2.07,0.0
20220702:0511,806.13,136.0,107.0,0.0,18.21,16.09,2.0,0.0
20220702:0611,1441.35,284.0,123.0,0.0,27.22,18.01,2.14,0.0
20220702:0711,2014.02,427.0,135.0,0.0,36.31,19.11,2.0,0.0
20220702:0811,2461.18,538.0,152.0,0.0,45.06,20.67,2.55,0.0
20220702:0911,2701.12,562.0,204.0,0.0,52.8,21.47,2.48,0.0
20220702:1011,2914.06,640.01,199.0,0.0,58.43,22.61,2.28,0.0
20220702:1111,2840.22,569.01,256.0,0.0,60.53,23.33,1.93,0.0
20220702:1211,2684.25,499.0,282.0,0.0,58.33,23.83,1.72,0.0
20220702:1311,2325.15,360.0,315.0,0.0,52.62,24.35,1.45,0.0
20220702:1411,2295.54,485.0,183.0,0.0,44.85,24.99,1.17,0.0
20220702:1511,1958.85,446.0,123.0,0.0,36.09,25.41,1.17,0.0
20220702:1611,1406.25,303.0,111.0,0.0,26.99,25.43,1.52,0.0
20220702:1711,826.02,180.0,83.0,0.0,17.99,25.19,1.86,0.0
20220702:1811,282.47,62.0,53.0,0.0,9.43,24.44,1.86,0.0
20220702:1911,0.0,0.0,5.0,0.0,1.66,22.97,2.0,0.0
20220702:2011,0.0,0.0,0.0,0.0,0.0,21.09,2.34,0.0
20220702:2111,0.0,0.0,0.0,0.0,0.0,19.63,2.41,0.0
20220702:2211,0.0,0.0,0.0,0.0,0.0,18.5,2.48,0.0
20220702:2311,0.0,0.0,0.0,0.0,0.0,17.5,2.48,0.0
20220703:0011,0.0,0.0,0.0,0.0,0.0,16.7,2.55,0.0
20220703:0111,0.0,0.0,0.0,0.0,0.0,16.2,2.62,0.0
20220703:0211,0.0,0.0,0.0,0.0,0.0,15.84,2.69,0.0
20220703:0311,0.0,0.0,1.0,0.0,1.76,15.57,2.69,0.0
20220703:0411,293.31,58.0,55.0,0.0,9.56,16.07,2.76,0.0
20220703:0511,822.06,159.0,92.0,0.0,18.12,17.92,2.62,0.0
20220703:0611,1436.18,291.0,116.0,0.0,27.13,20.12,3.45,0.0
20220703:0711,1982.12,418.0,136.0,0.0,36.23,22.0,3.59,0.0
20220703:0811,2474.59,559.0,137.0,0.0,44.98,23.82,3.93,0.0
20220703:0911,2791.48,649.01,147.0,0.0,52.71,25.19,3.79,0.0
20220703:1011,2949.12,692.01,161.0,0.0,58.34,26.18,3.38,0.0
20220703:1111,2889.86,636.01,210.0,0.0,60.45,27.31,2.9,0.0
20220703:1211,2637.5,492.0,280.0,0.0,58.27,27.84,2.76,0.0
20220703:1311,2368.53,404.0,288.0,0.0,52.58,28.05,2.48,0.0
20220703:1411,1607.58,133.0,337.0,0.0,44.82,28.41,2.21,0.0
20220703:1511,1758.96,326.0,187.0,0.0,36.06,28.1,2.0,0.0
20220703:1611,1226.07,202.0,162.0,0.0,26.96,27.85,2.07,0.0
20220703:1711,668.92,91.0,122.0,0.0,17.95,27.59,2.41,0.0
20220703:1811,262.12,49.0,57.0,0.0,9.4,26.67,2.62,0.0
20220703:1911,0.0,0.0,5.0,0.0,1.62,25.25,1.38,0.0
20220703:2011,0.0,0.0,0.0,0.0,0.0,24.62,0.41,0.0
20220703:2111,0.0,0.0,0.0,0.0,0.0,22.27,1.45,0.0
20220703:2211,0.0,0.0,0.0,0.0,0.0,20.8,2.0,0.0
20220703:2311,0.0,0.0,0.0,0.0,0.0,19.71,1.93,0.0
20220704:0011,0.0,0.0,0.0,0.0,0.0,19.65,1.31,0.0
20220704:0111,0.0,0.0,0.0,0.0,0.0,18.12,2.14,0.0
20220704:0211,0.0,0.0,0.0,0.0,0.0,18.02,3.86,0.0
20220704:0311,0.0,0.0,1.0,0.0,1.67,17.51,4.07,0.0
20220704:0411,172.44,6.0,58.0,0.0,9.46,17.21,3.59,0.0
20220704:0511,474.03,18.0,127.0,0.0,18.03,17.14,3.31,0.0
20220704:0611,1374.84,245.0,141.0,0.0,27.04,17.79,3.17,0.0
20220704:0711,1950.57,381.0,158.0,0.0,36.14,19.55,3.59,0.0
20220704:0811,1404.54,61.0,333.0,0.0,44.89,20.6,3.66,0.0
20220704:0911,2780.68,623.01,162.0,0.0,52.62,21.75,3.03,0.0
20220704:1011,2566.71,391.0,335.0,0.0,58.25,23.02,3.72,0.0
20220704:1111,2050.65,152.0,429.0,0.0,60.37,23.54,3.79,0.0
20220704:1211,2491.78,356.0,351.0,0.0,58.2,23.62,3.66,0.0
20220704:1311,2698.65,575.01,191.0,0.0,52.53,24.17,3.66,0.0
20220704:1411,2227.95,405.0,226.0,0.0,44.78,24.7,3.59,0.0
20220704:1511,1864.44,361.0,168.0,0.0,36.02,24.65,3.38,0.0
20220704:1611,1297.17,229.0,148.0,0.0,26.92,24.55,2.97,0.0
20220704:1711,812.43,171.0,86.0,0.0,17.92,24.35,2.62,0.0
20220704:1811,275.58,59.0,53.0,0.0,9.36,23.78,2.28,0.0
20220704:1911,0.0,0.0,4.0,0.0,1.57,22.62,1.24,0.0
20220704:2011,0.0,0.0,0.0,0.0,0.0,20.54,1.45,0.0
20220704:2111,0.0,0.0,0.0,0.0,0.0,18.81,1.52,0.0
20220704:2211,0.0,0.0,0.0,0.0,0.0,18.32,1.24,0.0
20220704:2311,0.0,0.0,0.0,0.0,0.0,18.68,0.97,0.0
20220705:0011,0.0,0.0,0.0,0.0,0.0,17.5,1.1,0.0
20220705:0111,0.0,0.0,0.0,0.0,0.0,15.62,1.59,0.0
20220705:0211,0.0,0.0,0.0,0.0,0.0,14.74,2.14,0.0
20220705:0311,0.0,0.0,1.0,0.0,1.57,14.83,2.41,0.0
20220705:0411,266.8,39.0,61.0,0.0,9.37,15.32,2.34,0.0
20220705:0511,774.58,129.0,106.0,0.0,17.94,16.73,2.28,0.0
20220705:0611,1383.62,261.0,131.0,0.0,26.95,18.36,2.07,0.0
20220705:0711,1935.45,388.0,153.0,0.0,36.04,19.86,2.21,0.0
20220705:0811,2358.67,479.0,183.0,0.0,44.79,20.65,2.34,0.0
20220705:0911,2773.8,622.01,162.0,0.0,52.52,22.01,3.03,0.0
20220705:1011,2637.9,435.0,312.0,0.0,58.16,22.94,3.59,0.0
20220705:1111,2371.05,273.0,398.0,0.0,60.28,23.22,3.79,0.0
20220705:1211,2389.23,301.0,375.0,0.0,58.13,23.25,3.72,0.0
20220705:1311,2423.2,388.0,297.0,0.0,52.47,23.55,3.66,0.0
20220705:1411,1979.1,263.0,296.0,0.0,44.73,23.74,3.45,0.0
20220705:1511,1350.63,110.0,275.0,0.0,35.98,23.74,3.38,0.0
20220705:1611,826.02,41.0,202.0,0.0,26.88,23.45,3.24,0.0
20220705:1711,597.74,55.0,131.0,0.0,17.87,23.19,3.03,0.0
20220705:1811,231.48,27.0,62.0,0.0,9.31,22.67,2.76,0.0
20220705:1911,0.0,0.0,1.0,0.0,1.52,21.47,2.48,0.0
20220705:2011,0.0,0.0,0.0,0.0,0.0,20.52,2.07,0.0
20220705:2111,0.0,0.0,0.0,0.0,0.0,19.64,1.86,0.0
20220705:2211,0.0,0.0,0.0,0.0,0.0,18.63,1.72,0.0
20220705:2311,0.0,0.0,0.0,0.0,0.0,17.74,1.86,0.0
20220706:0011,0.0,0.0,0.0,0.0,0.0,17.06,2.28,0.0
20220706:0111,0.0,0.0,0.0,0.0,0.0,16.6,2.62,0.0
20220706:0211,0.0,0.0,0.0,0.0,0.0,15.87,2.55,0.0
20220706:0311,0.0,0.0,1.0,0.0,1.47,15.11,2.34,0.0
20220706:0411,15.26,0.0,13.0,0.0,9.27,14.95,2.41,0.0
20220706:0511,545.85,32.0,132.0,0.0,17.84,15.17,3.17,0.0
20220706:0611,1468.48,293.0,115.0,0.0,26.85,15.83,3.52,0.0
20220706:0711,1741.72,248.0,229.0,0.0,35.95,16.91,3.38,0.0
20220706:0811,2070.9,272.0,294.0,0.0,44.69,18.08,4.34,0.0
20220706:0911,705.87,0.0,205.0,0.0,52.42,18.78,4.97,0.0
20220706:1011,861.21,0.0,246.0,0.0,58.05,18.98,5.17,0.0
20220706:1111,2165.13,169.0,428.0,0.0,60.18,19.34,4.97,0.0
20220706:1211,1452.24,28.0,376.0,0.0,58.05,19.51,4.97,0.0
20220706:1311,1142.86,9.0,312.0,0.0,52.41,19.31,4.9,0.0
20220706:1411,1300.18,40.0,323.0,0.0,44.68,19.62,4.69,0.0
20220706:1511,539.5,0.0,162.0,0.0,35.93,19.7,4.41,0.0
20220706:1611,1098.81,113.0,199.0,0.0,26.83,19.69,4.14,0.0
20220706:1711,627.25,60.0,131.0,0.0,17.83,19.36,4.07,0.0
20220706:1811,175.41,8.0,58.0,0.0,9.25,19.01,3.38,0.0
20220706:1911,0.0,0.0,1.0,0.0,1.46,17.94,2.69,0.0
20220706:2011,0.0,0.0,0.0,0.0,0.0,17.28,2.14,0.0
20220706:2111,0.0,0.0,0.0,0.0,0.0,16.65,2.07,0.0
20220706:2211,0.0,0.0,0.0,0.0,0.0,15.99,2.14,0.0
20220706:2311,0.0,0.0,0.0,0.0,0.0,15.59,2.21,0.0
20220707:0011,0.0,0.0,0.0,0.0,0.0,15.53,2.83,0.0
20220707:0111,0.0,0.0,0.0,0.0,0.0,15.64,3.52,0.0
20220707:0211,0.0,0.0,0.0,0.0,0.0,15.28,3.79,0.0
20220707:0311,0.0,0.0,1.0,0.0,1.36,14.35,3.38,0.0
20220707:0411,6.17,0.0,9.0,0.0,9.16,13.74,3.52,0.0
20220707:0511,40.14,0.0,22.0,0.0,17.74,13.76,3.59,0.0
20220707:0611,237.28,0.0,79.0,0.0,26.75,13.89,3.52,0.0
20220707:0711,404.6,0.0,123.0,0.0,35.84,13.53,3.72,0.0
20220707:0811,296.69,0.0,95.0,0.0,44.59,14.16,3.1,0.0
20220707:0911,519.34,0.0,154.0,0.0,52.31,15.74,4.55,0.0
20220707:1011,412.92,0.0,127.0,0.0,57.94,17.06,3.93,0.0
20220707:1111,348.8,0.0,110.0,0.0,60.08,16.87,3.17,0.0
20220707:1211,914.36,0.0,259.0,0.0,57.96,16.79,2.83,0.0
20220707:1311,523.04,0.0,156.0,0.0,52.34,16.83,3.17,0.0
20220707:1411,1631.48,115.0,333.0,0.0,44.62,16.63,3.1,0.0
20220707:1511,204.98,0.0,71.0,0.0,35.88,16.46,2.83,0.0
20220707:1611,494.78,2.0,147.0,0.0,26.78,17.28,2.69,0.0
20220707:1711,39.15,0.0,22.0,0.0,17.77,18.05,2.55,0.0
20220707:1811,5.94,0.0,9.0,0.0,9.19,17.43,3.79,0.0
20220707:1911,0.0,0.0,1.0,0.0,1.39,16.52,4.14,0.0
20220707:2011,0.0,0.0,0.0,0.0,0.0,15.95,4.0,0.0
20220707:2111,0.0,0.0,0.0,0.0,0.0,15.35,3.45,0.0
20220707:2211,0.0,0.0,0.0,0.0,0.0,14.81,3.17,0.0
20220707:2311,0.0,0.0,0.0,0.0,0.0,14.77,3.17,0.0
20220708:0011,0.0,0.0,0.0,0.0,0.0,14.58,3.45,0.0
20220708:0111,0.0,0.0,0.0,0.0,0.0,14.33,3.72,0.0
20220708:0211,0.0,0.0,0.0,0.0,0.0,14.03,3.66,0.0
20220708:0311,0.0,0.0,0.0,0.0,0.0,13.57,3.59,0.0
20220708:0411,139.55,3.0,50.0,0.0,9.05,13.48,3.72,0.0
20220708:0511,114.66,0.0,45.0,0.0,17.63,14.21,4.34,0.0
20220708:0611,284.44,0.0,92.0,0.0,26.64,15.26,5.31,0.0
20220708:0711,351.68,0.0,110.0,0.0,35.74,15.46,4.21,0.0
20220708:0811,1143.14,20.0,297.0,0.0,44.48,16.19,4.0,0.0
20220708:0911,592.6,0.0,174.0,0.0,52.2,17.12,4.83,0.0
20220708:1011,998.01,1.0,280.0,0.0,57.83,18.04,5.03,0.0
20220708:1111,2681.6,391.0,346.0,0.0,59.97,18.66,4.9,0.0
20220708:1211,990.22,1.0,280.0,0.0,57.87,19.77,5.24,0.0
20220708:1311,422.5,0.0,131.0,0.0,52.26,20.14,5.59,0.0
20220708:1411,404.78,0.0,126.0,0.0,44.55,19.62,5.52,0.0
20220708:1511,614.29,1.0,180.0,0.0,35.82,18.88,4.9,0.0
20220708:1611,1215.27,167.0,176.0,0.0,26.72,19.11,4.28,0.0
20220708:1711,678.51,84.0,123.0,0.0,17.71,19.34,4.28,0.0
20220708:1811,274.14,58.0,52.0,0.0,9.13,19.32,3.52,0.0
20220708:1911,0.0,0.0,0.0,0.0,0.0,18.05,3.17,0.0
20220708:2011,0.0,0.0,0.0,0.0,0.0,17.31,3.1,0.0
20220708:2111,0.0,0.0,0.0,0.0,0.0,16.75,2.97,0.0
20220708:2211,0.0,0.0,0.0,0.0,0.0,16.23,2.97,0.0
20220708:2311,0.0,0.0,0.0,0.0,0.0,15.88,3.03,0.0
20220709:0011,0.0,0.0,0.0,0.0,0.0,15.34,3.17,0.0
20220709:0111,0.0,0.0,0.0,0.0,0.0,14.82,3.38,0.0
20220709:0211,0.0,0.0,0.0,0.0,0.0,14.13,3.38,0.0
20220709:0311,0.0,0.0,0.0,0.0,0.0,13.64,3.24,0.0
20220709:0411,15.44,0.0,13.0,0.0,8.94,13.57,3.17,0.0
20220709:0511,403.92,9.0,115.0,0.0,17.52,14.01,3.72,0.0
20220709:0611,188.64,0.0,66.0,0.0,26.53,14.82,3.72,0.0
20220709:0711,1124.1,44.0,267.0,0.0,35.63,15.55,3.79,0.0
20220709:0811,729.54,0.0,209.0,0.0,44.36,15.95,3.93,0.0
20220709:0911,820.08,0.0,233.0,0.0,52.08,16.44,4.14,0.0
20220709:1011,1383.12,21.0,362.0,0.0,57.71,17.46,4.07,0.0
20220709:1111,2320.61,231.0,410.0,0.0,59.86,18.43,3.86,0.0
20220709:1211,1515.38,37.0,386.0,0.0,57.76,19.71,3.93,0.0
20220709:1311,949.54,2.0,270.0,0.0,52.18,20.71,4.14,0.0
20220709:1411,1094.18,17.0,294.0,0.0,44.48,21.26,4.34,0.0
20220709:1511,1713.38,254.0,223.0,0.0,35.75,21.35,4.34,0.0
20220709:1611,948.42,68.0,205.0,0.0,26.66,21.16,4.34,0.0
20220709:1711,820.89,170.0,84.0,0.0,17.64,19.61,3.86,0.0
20220709:1811,153.94,5.0,54.0,0.0,9.06,19.17,3.38,0.0
