time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201116:1611,0.0,0.0,0.0,0.0,0.0,10.06,2.28,0.0
20201116:1711,0.0,0.0,0.0,0.0,0.0,9.43,2.62,0.0
20201116:1811,0.0,0.0,0.0,0.0,0.0,9.14,2.97,0.0
20201116:1911,0.0,0.0,0.0,0.0,0.0,9.81,3.38,0.0
20201116:2011,0.0,0.0,0.0,0.0,0.0,9.9,3.59,0.0
20201116:2111,0.0,0.0,0.0,0.0,0.0,10.02,3.59,0.0
20201116:2211,0.0,0.0,0.0,0.0,0.0,9.79,3.59,0.0
20201116:2311,0.0,0.0,0.0,0.0,0.0,9.62,3.45,0.0
20201117:0011,0.0,0.0,0.0,0.0,0.0,9.58,3.03,0.0
20201117:0111,0.0,0.0,0.0,0.0,0.0,9.5,2.9,0.0
20201117:0211,0.0,0.0,0.0,0.0,0.0,9.4,2.97,0.0
20201117:0311,0.0,0.0,0.0,0.0,0.0,9.2,3.24,0.0
20201117:0411,0.0,0.0,0.0,0.0,0.0,9.32,3.24,0.0
20201117:0511,0.0,0.0,0.0,0.0,0.0,9.14,3.31,0.0
20201117:0611,0.0,0.0,0.0,0.0,0.0,8.89,3.17,0.0
20201117:0711,48.33,8.0,21.15,0.0,4.07,8.0,2.69,0.0
20201117:0811,326.16,38.0,73.0,0.0,10.49,8.51,3.03,0.0
20201117:0911,201.56,0.0,68.0,0.0,15.26,9.12,3.66,0.0
20201117:1011,511.78,18.0,132.0,0.0,17.99,9.58,3.86,0.0
20201117:1111,156.65,0.0,56.0,0.0,18.42,9.85,3.93,0.0
20201117:1211,363.06,5.0,106.0,0.0,16.49,9.75,4.0,0.0
20201117:1311,113.8,0.0,44.0,0.0,12.41,9.75,3.93,0.0
20201117:1411,95.18,3.0,37.0,0.0,6.53,9.81,4.0,0.0
20201117:1511,0.0,0.0,0.0,0.0,0.0,9.9,4.0,0.0
20201117:1611,0.0,0.0,0.0,0.0,0.0,9.99,3.86,0.0
20201117:1711,0.0,0.0,0.0,0.0,0.0,10.22,3.93,0.0
20201117:1811,0.0,0.0,0.0,0.0,0.0,10.42,4.0,0.0
20201117:1911,0.0,0.0,0.0,0.0,0.0,10.8,3.66,0.0
20201117:2011,0.0,0.0,0.0,0.0,0.0,10.84,3.45,0.0
20201117:2111,0.0,0.0,0.0,0.0,0.0,10.86,3.59,0.0
20201117:2211,0.0,0.0,0.0,0.0,0.0,10.84,3.72,0.0
20201117:2311,0.0,0.0,0.0,0.0,0.0,10.83,3.66,0.0
20201118:0011,0.0,0.0,0.0,0.0,0.0,10.72,3.52,0.0
20201118:0111,0.0,0.0,0.0,0.0,0.0,10.66,3.38,0.0
20201118:0211,0.0,0.0,0.0,0.0,0.0,10.55,3.24,0.0
20201118:0311,0.0,0.0,0.0,0.0,0.0,10.44,3.1,0.0
20201118:0411,0.0,0.0,0.0,0.0,0.0,10.37,3.03,0.0
20201118:0511,0.0,0.0,0.0,0.0,0.0,10.29,2.97,0.0
20201118:0611,0.0,0.0,0.0,0.0,0.0,10.19,2.83,0.0
20201118:0711,2.34,0.0,7.0,0.0,3.83,10.36,2.97,0.0
20201118:0811,174.64,3.0,59.0,0.0,10.25,10.61,2.9,0.0
20201118:0911,221.67,0.0,74.0,0.0,15.01,11.09,2.48,0.0
20201118:1011,476.14,14.0,128.0,0.0,17.74,11.7,3.1,0.0
20201118:1111,239.22,0.0,79.0,0.0,18.18,12.24,3.38,0.0
20201118:1211,224.24,0.0,75.0,0.0,16.27,12.34,3.59,0.0
20201118:1311,78.44,0.0,34.0,0.0,12.2,12.21,3.66,0.0
20201118:1411,18.18,0.0,14.0,0.0,6.34,11.7,3.17,0.0
20201118:1511,0.0,0.0,0.0,0.0,0.0,10.94,2.97,0.0
20201118:1611,0.0,0.0,0.0,0.0,0.0,10.17,2.83,0.0
20201118:1711,0.0,0.0,0.0,0.0,0.0,9.52,3.03,0.0
20201118:1811,0.0,0.0,0.0,0.0,0.0,9.08,3.31,0.0
20201118:1911,0.0,0.0,0.0,0.0,0.0,9.06,3.52,0.0
20201118:2011,0.0,0.0,0.0,0.0,0.0,8.97,3.66,0.0
20201118:2111,0.0,0.0,0.0,0.0,0.0,8.92,3.86,0.0
20201118:2211,0.0,0.0,0.0,0.0,0.0,8.91,4.14,0.0
20201118:2311,0.0,0.0,0.0,0.0,0.0,8.96,4.34,0.0
20201119:0011,0.0,0.0,0.0,0.0,0.0,9.01,4.48,0.0
20201119:0111,0.0,0.0,0.0,0.0,0.0,9.02,4.48,0.0
20201119:0211,0.0,0.0,0.0,0.0,0.0,9.02,4.34,0.0
20201119:0311,0.0,0.0,0.0,0.0,0.0,9.12,4.21,0.0
20201119:0411,0.0,0.0,0.0,0.0,0.0,9.36,4.14,0.0
20201119:0511,0.0,0.0,0.0,0.0,0.0,9.6,4.14,0.0
20201119:0611,0.0,0.0,0.0,0.0,0.0,10.02,4.21,0.0
20201119:0711,15.71,0.0,13.0,0.0,3.6,10.95,4.41,0.0
20201119:0811,177.84,3.0,60.0,0.0,10.01,11.27,4.69,0.0
20201119:0911,85.41,0.0,36.0,0.0,14.77,11.61,5.24,0.0
20201119:1011,112.95,0.0,44.0,0.0,17.5,11.31,5.66,0.0
20201119:1111,569.12,28.0,138.0,0.0,17.94,10.89,5.79,0.0
20201119:1211,464.54,19.0,120.0,0.0,16.05,10.58,5.93,0.0
20201119:1311,177.34,1.0,61.0,0.0,12.0,10.57,6.14,0.0
20201119:1411,61.34,1.0,28.0,0.0,6.16,10.36,5.93,0.0
20201119:1511,0.0,0.0,0.0,0.0,0.0,10.22,5.86,0.0
20201119:1611,0.0,0.0,0.0,0.0,0.0,9.86,6.28,0.0
20201119:1711,0.0,0.0,0.0,0.0,0.0,9.08,6.21,0.0
20201119:1811,0.0,0.0,0.0,0.0,0.0,8.35,5.03,0.0
20201119:1911,0.0,0.0,0.0,0.0,0.0,7.2,4.62,0.0
20201119:2011,0.0,0.0,0.0,0.0,0.0,6.44,4.34,0.0
20201119:2111,0.0,0.0,0.0,0.0,0.0,5.71,4.21,0.0
20201119:2211,0.0,0.0,0.0,0.0,0.0,5.08,4.14,0.0
20201119:2311,0.0,0.0,0.0,0.0,0.0,4.59,4.14,0.0
20201120:0011,0.0,0.0,0.0,0.0,0.0,4.26,4.34,0.0
20201120:0111,0.0,0.0,0.0,0.0,0.0,4.1,4.48,0.0
20201120:0211,0.0,0.0,0.0,0.0,0.0,3.96,4.55,0.0
20201120:0311,0.0,0.0,0.0,0.0,0.0,3.75,4.41,0.0
20201120:0411,0.0,0.0,0.0,0.0,0.0,3.54,4.14,0.0
20201120:0511,0.0,0.0,0.0,0.0,0.0,3.28,3.93,0.0
20201120:0611,0.0,0.0,0.0,0.0,0.0,3.04,3.72,0.0
20201120:0711,32.0,4.0,17.13,0.0,3.37,2.39,3.24,0.0
20201120:0811,341.1,56.0,63.0,0.0,9.77,2.9,2.97,0.0
20201120:0911,581.04,62.0,110.0,0.0,14.53,3.99,3.66,0.0
20201120:1011,735.52,77.0,132.0,0.0,17.27,4.96,4.28,0.0
20201120:1111,705.33,59.0,141.0,0.0,17.72,5.77,3.79,0.0
20201120:1211,713.92,100.01,110.0,0.0,15.83,5.99,3.17,0.0
20201120:1311,152.1,0.0,54.0,0.0,11.81,6.16,3.03,0.0
20201120:1411,81.27,2.0,33.0,0.0,5.98,5.63,2.62,0.0
20201120:1511,0.0,0.0,0.0,0.0,0.0,4.87,2.14,0.0
20201120:1611,0.0,0.0,0.0,0.0,0.0,4.03,2.14,0.0
20201120:1711,0.0,0.0,0.0,0.0,0.0,3.33,2.14,0.0
20201120:1811,0.0,0.0,0.0,0.0,0.0,2.43,2.14,0.0
20201120:1911,0.0,0.0,0.0,0.0,0.0,1.49,2.14,0.0
20201120:2011,0.0,0.0,0.0,0.0,0.0,1.06,2.34,0.0
20201120:2111,0.0,0.0,0.0,0.0,0.0,0.75,2.14,0.0
20201120:2211,0.0,0.0,0.0,0.0,0.0,0.13,1.86,0.0
20201120:2311,0.0,0.0,0.0,0.0,0.0,-0.45,2.07,0.0
20201121:0011,0.0,0.0,0.0,0.0,0.0,-0.72,2.21,0.0
20201121:0111,0.0,0.0,0.0,0.0,0.0,-0.84,2.21,0.0
20201121:0211,0.0,0.0,0.0,0.0,0.0,-0.89,2.28,0.0
20201121:0311,0.0,0.0,0.0,0.0,0.0,-0.78,2.34,0.0
20201121:0411,0.0,0.0,0.0,0.0,0.0,-0.58,2.34,0.0
20201121:0511,0.0,0.0,0.0,0.0,0.0,-0.33,2.48,0.0
20201121:0611,0.0,0.0,0.0,0.0,0.0,-0.04,2.76,0.0
20201121:0711,19.84,1.0,13.82,0.0,3.14,0.87,3.17,0.0
20201121:0811,245.07,15.0,67.0,0.0,9.54,1.94,3.79,0.0
20201121:0911,476.6,32.0,109.0,0.0,14.3,3.06,3.59,0.0
20201121:1011,615.69,41.0,134.0,0.0,17.04,4.07,4.41,0.0
20201121:1111,564.8,26.0,135.0,0.0,17.49,4.82,4.83,0.0
20201121:1211,506.79,28.0,120.0,0.0,15.63,5.02,4.34,0.0
20201121:1311,105.84,0.0,41.0,0.0,11.62,5.2,4.76,0.0
20201121:1411,11.29,0.0,11.0,0.0,5.81,5.41,4.83,0.0
20201121:1511,0.0,0.0,0.0,0.0,0.0,5.53,4.76,0.0
20201121:1611,0.0,0.0,0.0,0.0,0.0,5.57,4.69,0.0
20201121:1711,0.0,0.0,0.0,0.0,0.0,5.77,4.76,0.0
20201121:1811,0.0,0.0,0.0,0.0,0.0,5.97,4.83,0.0
20201121:1911,0.0,0.0,0.0,0.0,0.0,5.96,4.9,0.0
20201121:2011,0.0,0.0,0.0,0.0,0.0,6.03,4.9,0.0
20201121:2111,0.0,0.0,0.0,0.0,0.0,6.28,4.97,0.0
20201121:2211,0.0,0.0,0.0,0.0,0.0,6.28,4.9,0.0
20201121:2311,0.0,0.0,0.0,0.0,0.0,6.35,4.83,0.0
20201122:0011,0.0,0.0,0.0,0.0,0.0,6.52,4.69,0.0
20201122:0111,0.0,0.0,0.0,0.0,0.0,6.57,4.69,0.0
20201122:0211,0.0,0.0,0.0,0.0,0.0,6.67,4.69,0.0
20201122:0311,0.0,0.0,0.0,0.0,0.0,6.78,4.62,0.0
20201122:0411,0.0,0.0,0.0,0.0,0.0,6.93,4.55,0.0
20201122:0511,0.0,0.0,0.0,0.0,0.0,7.06,4.62,0.0
20201122:0611,0.0,0.0,0.0,0.0,0.0,7.22,4.83,0.0
20201122:0711,0.0,0.0,4.0,0.0,2.92,6.94,4.9,0.0
20201122:0811,168.88,4.0,56.0,0.0,9.31,7.22,5.03,0.0
20201122:0911,236.74,1.0,76.0,0.0,14.07,7.65,5.17,0.0
20201122:1011,286.29,1.0,89.0,0.0,16.81,8.17,5.24,0.0
20201122:1111,517.36,20.0,131.0,0.0,17.28,8.66,5.31,0.0
20201122:1211,209.2,0.0,70.0,0.0,15.43,9.18,5.17,0.0
20201122:1311,385.83,45.0,82.0,0.0,11.44,9.45,5.1,0.0
20201122:1411,82.98,4.0,33.01,0.0,5.65,9.36,4.55,0.0
20201122:1511,0.0,0.0,0.0,0.0,0.0,8.86,3.93,0.0
20201122:1611,0.0,0.0,0.0,0.0,0.0,8.32,3.52,0.0
20201122:1711,0.0,0.0,0.0,0.0,0.0,8.08,3.38,0.0
20201122:1811,0.0,0.0,0.0,0.0,0.0,7.83,3.31,0.0
20201122:1911,0.0,0.0,0.0,0.0,0.0,7.27,3.31,0.0
20201122:2011,0.0,0.0,0.0,0.0,0.0,7.13,3.31,0.0
20201122:2111,0.0,0.0,0.0,0.0,0.0,7.17,3.24,0.0
20201122:2211,0.0,0.0,0.0,0.0,0.0,7.01,3.1,0.0
20201122:2311,0.0,0.0,0.0,0.0,0.0,6.86,3.03,0.0
20201123:0011,0.0,0.0,0.0,0.0,0.0,6.47,3.1,0.0
20201123:0111,0.0,0.0,0.0,0.0,0.0,6.18,3.1,0.0
20201123:0211,0.0,0.0,0.0,0.0,0.0,6.19,3.24,0.0
20201123:0311,0.0,0.0,0.0,0.0,0.0,5.96,3.52,0.0
20201123:0411,0.0,0.0,0.0,0.0,0.0,5.99,3.72,0.0
20201123:0511,0.0,0.0,0.0,0.0,0.0,5.91,3.86,0.0
20201123:0611,0.0,0.0,0.0,0.0,0.0,5.97,4.07,0.0
20201123:0711,16.88,3.0,12.41,0.0,2.7,5.75,4.0,0.0
20201123:0811,289.94,48.0,58.0,0.0,9.09,6.0,4.21,0.0
20201123:0911,506.02,50.0,104.0,0.0,13.85,6.81,3.72,0.0
20201123:1011,858.15,181.01,74.0,0.0,16.59,7.46,4.62,0.0
20201123:1111,897.16,188.01,76.0,0.0,17.07,8.18,6.55,0.0
20201123:1211,700.2,121.01,91.0,0.0,15.23,8.53,6.28,0.0
20201123:1311,358.02,34.0,83.0,0.0,11.26,8.49,4.69,0.0
20201123:1411,96.88,25.0,26.85,0.0,5.49,8.27,4.34,0.0
20201123:1511,0.0,0.0,0.0,0.0,0.0,7.66,3.59,0.0
20201123:1611,0.0,0.0,0.0,0.0,0.0,6.96,3.31,0.0
20201123:1711,0.0,0.0,0.0,0.0,0.0,6.31,3.38,0.0
20201123:1811,0.0,0.0,0.0,0.0,0.0,6.17,3.45,0.0
20201123:1911,0.0,0.0,0.0,0.0,0.0,6.11,3.1,0.0
20201123:2011,0.0,0.0,0.0,0.0,0.0,5.94,3.03,0.0
20201123:2111,0.0,0.0,0.0,0.0,0.0,5.64,2.9,0.0
20201123:2211,0.0,0.0,0.0,0.0,0.0,5.32,2.55,0.0
20201123:2311,0.0,0.0,0.0,0.0,0.0,4.68,2.48,0.0
20201124:0011,0.0,0.0,0.0,0.0,0.0,4.27,2.55,0.0
20201124:0111,0.0,0.0,0.0,0.0,0.0,3.83,2.48,0.0
20201124:0211,0.0,0.0,0.0,0.0,0.0,3.24,2.41,0.0
20201124:0311,0.0,0.0,0.0,0.0,0.0,2.86,2.62,0.0
20201124:0411,0.0,0.0,0.0,0.0,0.0,2.78,2.9,0.0
20201124:0511,0.0,0.0,0.0,0.0,0.0,2.76,3.03,0.0
20201124:0611,0.0,0.0,0.0,0.0,0.0,2.74,2.97,0.0
20201124:0711,2.61,0.0,7.0,0.0,2.49,2.63,2.83,0.0
20201124:0811,217.4,13.0,62.0,0.0,8.88,3.12,3.03,0.0
20201124:0911,643.05,139.01,64.0,0.0,13.63,4.15,3.03,0.0
20201124:1011,707.31,87.01,118.0,0.0,16.38,5.19,3.31,0.0
20201124:1111,859.95,165.01,87.0,0.0,16.87,6.15,3.45,0.0
20201124:1211,712.08,134.01,83.0,0.0,15.05,6.86,3.1,0.0
20201124:1311,406.12,65.0,72.0,0.0,11.09,7.21,2.83,0.0
20201124:1411,90.63,14.0,30.36,0.0,5.34,7.23,2.69,0.0
20201124:1511,0.0,0.0,0.0,0.0,0.0,6.49,2.55,0.0
20201124:1611,0.0,0.0,0.0,0.0,0.0,5.82,2.48,0.0
20201124:1711,0.0,0.0,0.0,0.0,0.0,5.08,2.41,0.0
20201124:1811,0.0,0.0,0.0,0.0,0.0,4.39,2.28,0.0
20201124:1911,0.0,0.0,0.0,0.0,0.0,3.45,2.21,0.0
20201124:2011,0.0,0.0,0.0,0.0,0.0,2.87,2.07,0.0
20201124:2111,0.0,0.0,0.0,0.0,0.0,2.26,2.07,0.0
20201124:2211,0.0,0.0,0.0,0.0,0.0,1.91,2.21,0.0
20201124:2311,0.0,0.0,0.0,0.0,0.0,1.66,2.48,0.0
20201125:0011,0.0,0.0,0.0,0.0,0.0,1.46,2.55,0.0
20201125:0111,0.0,0.0,0.0,0.0,0.0,1.18,2.41,0.0
20201125:0211,0.0,0.0,0.0,0.0,0.0,0.9,2.21,0.0
20201125:0311,0.0,0.0,0.0,0.0,0.0,0.72,2.14,0.0
20201125:0411,0.0,0.0,0.0,0.0,0.0,0.46,2.14,0.0
20201125:0511,0.0,0.0,0.0,0.0,0.0,0.66,2.14,0.0
20201125:0611,0.0,0.0,0.0,0.0,0.0,0.46,2.07,0.0
20201125:0711,0.0,0.0,2.0,0.0,2.28,0.31,2.28,0.0
20201125:0811,62.55,0.0,28.0,0.0,8.66,1.36,2.07,0.0
20201125:0911,68.9,0.0,30.0,0.0,13.42,2.39,2.41,0.0
20201125:1011,96.12,0.0,38.0,0.0,16.17,3.33,2.9,0.0
20201125:1111,92.34,0.0,37.0,0.0,16.67,3.91,2.83,0.0
20201125:1211,102.64,0.0,40.0,0.0,14.87,4.41,2.76,0.0
20201125:1311,74.79,0.0,32.0,0.0,10.93,4.74,2.69,0.0
20201125:1411,8.96,0.0,10.0,0.0,5.2,4.76,2.55,0.0
20201125:1511,0.0,0.0,0.0,0.0,0.0,4.09,1.93,0.0
20201125:1611,0.0,0.0,0.0,0.0,0.0,3.28,2.0,0.0
20201125:1711,0.0,0.0,0.0,0.0,0.0,2.68,2.07,0.0
20201125:1811,0.0,0.0,0.0,0.0,0.0,2.0,2.21,0.0
20201125:1911,0.0,0.0,0.0,0.0,0.0,1.7,2.41,0.0
20201125:2011,0.0,0.0,0.0,0.0,0.0,1.57,2.55,0.0
20201125:2111,0.0,0.0,0.0,0.0,0.0,1.46,2.55,0.0
20201125:2211,0.0,0.0,0.0,0.0,0.0,1.29,2.48,0.0
20201125:2311,0.0,0.0,0.0,0.0,0.0,1.2,2.48,0.0
20201126:0011,0.0,0.0,0.0,0.0,0.0,1.02,2.41,0.0
20201126:0111,0.0,0.0,0.0,0.0,0.0,0.9,2.41,0.0
20201126:0211,0.0,0.0,0.0,0.0,0.0,0.86,2.34,0.0
20201126:0311,0.0,0.0,0.0,0.0,0.0,0.99,2.28,0.0
20201126:0411,0.0,0.0,0.0,0.0,0.0,1.05,2.34,0.0
20201126:0511,0.0,0.0,0.0,0.0,0.0,1.28,2.41,0.0
20201126:0611,0.0,0.0,0.0,0.0,0.0,2.04,2.41,0.0
20201126:0711,0.0,0.0,1.0,0.0,2.08,2.61,2.41,0.0
20201126:0811,24.7,0.0,16.0,0.0,8.46,3.49,2.55,0.0
20201126:0911,345.15,12.0,94.0,0.0,13.21,4.44,2.69,0.0
20201126:1011,577.8,45.0,123.0,0.0,15.97,4.98,2.83,0.0
20201126:1111,119.74,0.0,45.0,0.0,16.48,5.65,2.9,0.0
20201126:1211,91.22,0.0,37.0,0.0,14.69,6.26,2.83,0.0
20201126:1311,18.76,0.0,14.0,0.0,10.77,6.62,2.83,0.0
20201126:1411,2.48,0.0,7.0,0.0,5.06,6.84,2.76,0.0
20201126:1511,0.0,0.0,0.0,0.0,0.0,6.96,2.62,0.0
20201126:1611,0.0,0.0,0.0,0.0,0.0,7.09,2.48,0.0
20201126:1711,0.0,0.0,0.0,0.0,0.0,7.15,2.34,0.0
20201126:1811,0.0,0.0,0.0,0.0,0.0,7.17,2.28,0.0
20201126:1911,0.0,0.0,0.0,0.0,0.0,7.07,2.14,0.0
20201126:2011,0.0,0.0,0.0,0.0,0.0,6.91,1.93,0.0
20201126:2111,0.0,0.0,0.0,0.0,0.0,6.61,1.86,0.0
20201126:2211,0.0,0.0,0.0,0.0,0.0,6.49,1.72,0.0
20201126:2311,0.0,0.0,0.0,0.0,0.0,6.34,1.66,0.0
20201127:0011,0.0,0.0,0.0,0.0,0.0,6.3,1.59,0.0
20201127:0111,0.0,0.0,0.0,0.0,0.0,6.1,1.45,0.0
20201127:0211,0.0,0.0,0.0,0.0,0.0,5.83,1.24,0.0
20201127:0311,0.0,0.0,0.0,0.0,0.0,5.51,0.97,0.0
20201127:0411,0.0,0.0,0.0,0.0,0.0,5.4,0.76,0.0
20201127:0511,0.0,0.0,0.0,0.0,0.0,5.41,0.55,0.0
20201127:0611,0.0,0.0,0.0,0.0,0.0,5.4,0.41,0.0
20201127:0711,0.0,0.0,1.0,0.0,1.88,5.65,0.62,0.0
20201127:0811,170.59,8.0,54.0,0.0,8.25,5.82,0.34,0.0
20201127:0911,207.14,1.0,68.0,0.0,13.01,5.9,0.62,0.0
20201127:1011,509.18,28.0,122.0,0.0,15.77,5.93,0.83,0.0
20201127:1111,679.9,79.0,120.0,0.0,16.3,6.0,1.17,0.0
20201127:1211,563.58,63.0,107.0,0.0,14.52,5.95,1.1,0.0
20201127:1311,324.18,29.0,78.0,0.0,10.63,5.8,1.24,0.0
20201127:1411,30.06,0.0,18.0,0.0,4.93,5.57,1.24,0.0
20201127:1511,0.0,0.0,0.0,0.0,0.0,5.21,1.17,0.0
20201127:1611,0.0,0.0,0.0,0.0,0.0,4.83,1.31,0.0
20201127:1711,0.0,0.0,0.0,0.0,0.0,4.43,1.52,0.0
20201127:1811,0.0,0.0,0.0,0.0,0.0,3.95,1.59,0.0
20201127:1911,0.0,0.0,0.0,0.0,0.0,3.78,1.24,0.0
20201127:2011,0.0,0.0,0.0,0.0,0.0,3.52,0.9,0.0
20201127:2111,0.0,0.0,0.0,0.0,0.0,3.34,0.83,0.0
20201127:2211,0.0,0.0,0.0,0.0,0.0,3.1,1.03,0.0
20201127:2311,0.0,0.0,0.0,0.0,0.0,2.84,1.17,0.0
20201128:0011,0.0,0.0,0.0,0.0,0.0,2.68,1.1,0.0
20201128:0111,0.0,0.0,0.0,0.0,0.0,2.5,1.1,0.0
20201128:0211,0.0,0.0,0.0,0.0,0.0,2.3,1.17,0.0
20201128:0311,0.0,0.0,0.0,0.0,0.0,2.13,1.17,0.0
20201128:0411,0.0,0.0,0.0,0.0,0.0,2.09,1.31,0.0
20201128:0511,0.0,0.0,0.0,0.0,0.0,2.14,1.52,0.0
20201128:0611,0.0,0.0,0.0,0.0,0.0,2.26,1.66,0.0
20201128:0711,0.0,0.0,1.0,0.0,1.68,2.59,0.62,0.0
20201128:0811,99.72,0.0,39.0,0.0,8.06,2.93,1.03,0.0
20201128:0911,120.92,0.0,45.0,0.0,12.81,3.48,1.24,0.0
20201128:1011,378.68,6.0,107.0,0.0,15.59,4.01,1.31,0.0
20201128:1111,278.59,1.0,86.0,0.0,16.12,4.45,1.59,0.0
20201128:1211,367.02,9.0,102.0,0.0,14.36,4.81,1.66,0.0
20201128:1311,88.24,0.0,36.0,0.0,10.48,5.08,1.45,0.0
20201128:1411,16.34,0.0,13.0,0.0,4.81,5.05,0.83,0.0
20201128:1511,0.0,0.0,0.0,0.0,0.0,4.57,1.24,0.0
20201128:1611,0.0,0.0,0.0,0.0,0.0,3.96,1.52,0.0
20201128:1711,0.0,0.0,0.0,0.0,0.0,3.16,1.79,0.0
20201128:1811,0.0,0.0,0.0,0.0,0.0,2.98,1.79,0.0
20201128:1911,0.0,0.0,0.0,0.0,0.0,2.79,1.72,0.0
20201128:2011,0.0,0.0,0.0,0.0,0.0,2.41,1.72,0.0
20201128:2111,0.0,0.0,0.0,0.0,0.0,1.98,1.59,0.0
20201128:2211,0.0,0.0,0.0,0.0,0.0,1.33,1.52,0.0
20201128:2311,0.0,0.0,0.0,0.0,0.0,0.54,1.52,0.0
20201129:0011,0.0,0.0,0.0,0.0,0.0,-0.15,1.59,0.0
20201129:0111,0.0,0.0,0.0,0.0,0.0,-0.4,1.59,0.0
20201129:0211,0.0,0.0,0.0,0.0,0.0,-0.53,1.66,0.0
20201129:0311,0.0,0.0,0.0,0.0,0.0,-0.43,1.72,0.0
20201129:0411,0.0,0.0,0.0,0.0,0.0,-0.02,1.66,0.0
20201129:0511,0.0,0.0,0.0,0.0,0.0,0.59,1.66,0.0
20201129:0611,0.0,0.0,0.0,0.0,0.0,1.38,1.72,0.0
20201129:0711,0.0,0.0,0.0,0.0,0.0,2.18,2.07,0.0
20201129:0811,157.18,6.0,51.0,0.0,7.86,2.75,2.14,0.0
20201129:0911,333.81,12.0,91.0,0.0,12.62,3.48,2.14,0.0
20201129:1011,317.43,3.0,94.0,0.0,15.4,4.1,2.28,0.0
20201129:1111,472.1,18.0,120.0,0.0,15.95,4.68,2.69,0.0
20201129:1211,469.71,29.0,111.0,0.0,14.21,4.93,2.97,0.0
20201129:1311,326.92,31.0,77.0,0.0,10.35,5.04,3.1,0.0
20201129:1411,68.9,7.0,27.23,0.0,4.69,4.65,2.9,0.0
20201129:1511,0.0,0.0,0.0,0.0,0.0,4.04,2.76,0.0
20201129:1611,0.0,0.0,0.0,0.0,0.0,3.29,2.62,0.0
20201129:1711,0.0,0.0,0.0,0.0,0.0,2.8,2.48,0.0
20201129:1811,0.0,0.0,0.0,0.0,0.0,2.38,2.48,0.0
20201129:1911,0.0,0.0,0.0,0.0,0.0,2.47,2.28,0.0
20201129:2011,0.0,0.0,0.0,0.0,0.0,2.01,2.34,0.0
20201129:2111,0.0,0.0,0.0,0.0,0.0,1.88,2.28,0.0
20201129:2211,0.0,0.0,0.0,0.0,0.0,1.4,2.28,0.0
20201129:2311,0.0,0.0,0.0,0.0,0.0,1.18,2.21,0.0
20201130:0011,0.0,0.0,0.0,0.0,0.0,0.92,2.21,0.0
20201130:0111,0.0,0.0,0.0,0.0,0.0,1.0,2.21,0.0
20201130:0211,0.0,0.0,0.0,0.0,0.0,0.96,2.14,0.0
20201130:0311,0.0,0.0,0.0,0.0,0.0,0.86,2.0,0.0
20201130:0411,0.0,0.0,0.0,0.0,0.0,0.78,2.07,0.0
20201130:0511,0.0,0.0,0.0,0.0,0.0,0.67,2.07,0.0
20201130:0611,0.0,0.0,0.0,0.0,0.0,0.83,2.07,0.0
20201130:0711,0.0,0.0,0.0,0.0,0.0,1.05,1.59,0.0
20201130:0811,86.49,0.0,35.0,0.0,7.68,1.33,1.52,0.0
20201130:0911,96.84,0.0,38.0,0.0,12.44,1.8,1.86,0.0
20201130:1011,185.4,0.0,62.0,0.0,15.23,2.14,2.48,0.0
20201130:1111,169.88,0.0,58.0,0.0,15.79,2.57,2.97,0.0
20201130:1211,158.4,0.0,55.0,0.0,14.06,2.85,3.1,0.0
20201130:1311,78.84,0.0,33.0,0.0,10.22,3.1,2.69,0.0
20201130:1411,9.09,0.0,10.0,0.0,4.58,2.98,2.28,0.0
20201130:1511,0.0,0.0,0.0,0.0,0.0,2.58,2.14,0.0
20201130:1611,0.0,0.0,0.0,0.0,0.0,1.86,2.34,0.0
20201130:1711,0.0,0.0,0.0,0.0,0.0,1.28,2.62,0.0
20201130:1811,0.0,0.0,0.0,0.0,0.0,1.2,2.83,0.0
20201130:1911,0.0,0.0,0.0,0.0,0.0,1.39,2.83,0.0
20201130:2011,0.0,0.0,0.0,0.0,0.0,1.47,2.9,0.0
20201130:2111,0.0,0.0,0.0,0.0,0.0,1.46,2.97,0.0
20201130:2211,0.0,0.0,0.0,0.0,0.0,1.3,2.97,0.0
20201130:2311,0.0,0.0,0.0,0.0,0.0,1.17,2.97,0.0
20201201:0011,0.0,0.0,0.0,0.0,0.0,1.13,2.97,0.0
20201201:0111,0.0,0.0,0.0,0.0,0.0,1.05,2.9,0.0
20201201:0211,0.0,0.0,0.0,0.0,0.0,0.95,2.83,0.0
20201201:0311,0.0,0.0,0.0,0.0,0.0,0.92,2.69,0.0
20201201:0411,0.0,0.0,0.0,0.0,0.0,1.04,2.69,0.0
20201201:0511,0.0,0.0,0.0,0.0,0.0,1.18,2.62,0.0
20201201:0611,0.0,0.0,0.0,0.0,0.0,1.29,2.48,0.0
20201201:0711,0.0,0.0,0.0,0.0,0.0,1.95,2.48,0.0
20201201:0811,49.23,0.0,24.0,0.0,7.5,2.13,2.41,0.0
20201201:0911,370.04,22.0,92.0,0.0,12.26,2.67,2.69,0.0
20201201:1011,295.74,2.0,89.0,0.0,15.06,3.25,2.76,0.0
20201201:1111,383.26,7.0,107.0,0.0,15.63,3.85,2.48,0.0
20201201:1211,258.8,2.0,80.0,0.0,13.92,4.21,2.07,0.0
